"Company","Product","Category","Type","Certified","URL"
"Bota Systems","Rokubi","SubDevices","Sensors","No","https://www.ethercat.org/en/products/CCB8E425802E45829EED470B93F3BB62.htm"
"Bota Systems","SensONE","SubDevices","Sensors","No","https://www.ethercat.org/en/products/EE41EED00B72418FA593A9FB90D93F31.htm"
"Bronkhorst","Mass Flow and Pressure Meters/Controllers","SubDevices","Sensors","No","https://www.ethercat.org/en/products/FB886998EE6F4D159FB48E35F95EC9A7.htm"
"Bronkhorst","Mini CORI-FLOW Series ML120","SubDevices","Sensors","No","https://www.ethercat.org/en/products/20EAF1ACBF4B43D09B6101555BE5E6D8.htm"
"Brooks Instrument","GF100 Series EtherCAT Mass Flow Controllers","SubDevices","Sensors","No","https://www.ethercat.org/en/products/2BAECCBE217E41E09CC3F9A389AD79EC.htm"
"Brooks Instrument","GF40 Series EtherCAT Mass Flow Controllers","SubDevices","Sensors","No","https://www.ethercat.org/en/products/3F4643A2D0C44E90BF489F916DB33A72.htm"
"Brooks Instrument","SLA5800 Series EtherCAT Mass Flow Controllers","SubDevices","Sensors","No","https://www.ethercat.org/en/products/255696466C264EE8AA8C49D1302CA04B.htm"
"BST","RSH-EC - Register Mark Sensor","SubDevices","Sensors","No","https://www.ethercat.org/en/products/1340026604474395828ADF37F0CA2B0B.htm"
"burster przisionsmesstechnik","DIGIFORCE 9307","SubDevices","Sensors","No","https://www.ethercat.org/en/products/C2F94AF13F7E4482A676D240ACD8FFDD.htm"
"Brkert Werke","Mass Flow Controller (MFC) / Meter (MFM) Type 8741","SubDevices","Sensors","No","https://www.ethercat.org/en/products/51677829EFBD4347BEEE5DCE81C294BE.htm"
"dieEntwickler Elektronik","RapidoScan Light Grids","SubDevices","Sensors","No","https://www.ethercat.org/en/products/4C61A1DDF6F24FC4B9D4A3950189EE81.htm"
"DIMETIX","D-Series laser distance sensor","SubDevices","Sensors","No","https://www.ethercat.org/en/products/1B30034110754B99A6B50EC4A4B56BF9.htm"
"ELAP","Encoder MEM-Bus","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/EDB106661FDE4DF58139B32BE03263ED.htm"
"ELCO Industry Automation","ABSOLUTE ROTARY ENCODER for EtherCAT","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/DE7D8C0309C6417EB500D5649AB31883.htm"
"Eltra","AAM 58 B / C / F R EtherCAT","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/19229A334E5A4AD28A842F922F209083.htm"
"FRABA (Germany)","IXARC Rotary Encoder","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/6ED053BE18574C9BBE2672D75E14AA0E.htm"
"Kbler","F58 EtherCAT","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/095333FD8D5F4524BEB5AB1F1184BDC6.htm"
"Kbler","Sendix Absolute Multiturn Encoders","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/6EE81816EB974166BACEE781B6A13B60.htm"
"Gable Technologies","Gable-IMU ONE Series","SubDevices","Sensors","No","https://www.ethercat.org/en/products/6057467647D942EB9E793E0B7AEF6315.htm"
"GTM Testing and Metrology","In-Line Amplifier (ILA)","SubDevices","Sensors","No","https://www.ethercat.org/en/products/D9B09B8773B844B58077DBD819131B51.htm"
"HBM","ClipX","SubDevices","Sensors","No","https://www.ethercat.org/en/products/FBF25BFF1351413D97DA8A1662BCDB94.htm"
"HBM","PMX  Industrial Measuring Amplifier","SubDevices","Sensors","No","https://www.ethercat.org/en/products/C202D64D6A9C4950BC9801260686F7A7.htm"
"HBM","TIM-EC - Torque Interface Module EtherCAT","SubDevices","Sensors","No","https://www.ethercat.org/en/products/1DDA65ED70E84153B4C7A496F72F53CD.htm"
"Hengstler","Absolute Multi- and Singleturn Encoder ACURO AC58","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/B70DE5349A8F412EB593D80B4BC2B642.htm"
"Hbner","AME 40, AMEH 40","SubDevices","Sensors","No","https://www.ethercat.org/en/products/19A40FCDE12D42CBB4282027B5E7B257.htm"
"Hbner","ASE 40, ASEH 40","SubDevices","Sensors","No","https://www.ethercat.org/en/products/110189D853AB4067B279FB3E4A3E0716.htm"
"Hbner","ASEH 60","SubDevices","Sensors","No","https://www.ethercat.org/en/products/7F91A0953ED24E3996C8ADE46F3CB210.htm"
"Hbner","MAGA E 160900","SubDevices","Sensors","No","https://www.ethercat.org/en/products/ED730FD2B0DA4440874A2A1490CD87AB.htm"
"INFICON","BCG450 Bayard-Alpert Pirani Capacitance Diaphragm Vacuum Gauge - Triple Gauge","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/42FF4827B8CE405596605900E08C4CFB.htm"
"INFICON","BPG402-S Bayard-Alpert Pirani Vacuum Gauge","SubDevices","Sensors","No","https://www.ethercat.org/en/products/C3AAC9D59AB046F5A962077958609C54.htm"
"INFICON","CDG045D SKY Capacitance Diaphragm Vacuum Gauges","SubDevices","Sensors","No","https://www.ethercat.org/en/products/5943A255A50447A2B8293A08CC4CE53B.htm"
"INFICON","CDG100D, 160D, 200D SKY Capacitance Diaphragm Vacuum Gauges","SubDevices","Sensors","No","https://www.ethercat.org/en/products/8C1B519D4BF24AEF90BB628B6B0AB40E.htm"
"INFICON","Edge CDG025D2","SubDevices","Sensors","No","https://www.ethercat.org/en/products/98052A7214FC4533989D7B9160AF86C5.htm"
"INFICON","Edge - CDG045D2 & CDG100D2 High Precision Vacuum Gauge","SubDevices","Sensors","No","https://www.ethercat.org/en/products/6B8D1697774E4AE08DD5B96BD3EF3B5E.htm"
"INFICON","Gemini MxG55x","SubDevices","Sensors","No","https://www.ethercat.org/en/products/E77ADFDE16E84487BA7F172D65028997.htm"
"INFICON","PCG55x Pirani Capacitance Diaphragm Vacuum Gauge","SubDevices","Sensors","No","https://www.ethercat.org/en/products/F0A394499B594776B3A8DFC858C2DCD4.htm"
"INFICON","PSG55x Pirani Standard Vacuum Gauge","SubDevices","Sensors","No","https://www.ethercat.org/en/products/0B0E841D92F34617A3CAE659142D34E3.htm"
"INFICON","Stripe CDG045Dhs","SubDevices","Sensors","No","https://www.ethercat.org/en/products/A8D4B765E05247CA852BB8BCC18AA4F6.htm"
"INFICON","Trigon BAG552 Bayard-Alpert SingleGauge","SubDevices","Sensors","No","https://www.ethercat.org/en/products/1E192428F52C4E52A492397C130AE548.htm"
"INFICON","Trigon BCG552 Bayard-Alpert Pirani Capacitance Diaphragm TripleGauge","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/8A250DE214AF46EEB48F32DDF445F862.htm"
"INFICON","Trigon BPG552 Bayard-Alpert Pirani DualGauge","SubDevices","Sensors","No","https://www.ethercat.org/en/products/EC68A1CABF4841A28B026EB9677AC9C3.htm"
"KEYENCE","DL-EC1A","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/530DDD4B6FDF48428F938F7905EC9537.htm"
"KEYENCE","NU-EC1","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/FA70F996D68544ECBD901284683DEF1E.htm"
"Kistler Instrumente","KiTorq","SubDevices","Sensors","No","https://www.ethercat.org/en/products/C031EA7E049F4456B0F8556A6F837714.htm"
"Kistler Instrumente","maXYmos TL","SubDevices","Sensors","No","https://www.ethercat.org/en/products/BFF6B884834142898BDFE847F4433302.htm"
"KOFLOC","ST-500","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/5C1439BB91EE494E980DB3A87FD7AF60.htm"
"LAUMAS Elettronica","LCBETHERCAT Load Cells Universal Digitizer","SubDevices","Sensors","No","https://www.ethercat.org/en/products/0E6555B01A4F4682B415C6B8E705FC94.htm"
"LAUMAS Elettronica","TLB4 ETHERCAT Multi-Channel Weight Transmitter","SubDevices","Sensors","No","https://www.ethercat.org/en/products/D4E20F34BB55453EB0158233FB63CEF8.htm"
"LAUMAS Elettronica","TLBETHERCAT","SubDevices","Sensors","No","https://www.ethercat.org/en/products/556F9606B74E4131A2322F1FACD702FB.htm"
"LAUMAS Elettronica","TLM8 ETHERCAT Multi-Channel Weight Transmitter","SubDevices","Sensors","No","https://www.ethercat.org/en/products/28DB53A1EFA542BD9C0F314917380718.htm"
"Leine & Linde","IXA 600 EtherCAT Absolute Multi- and Singleturn Encoder","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/856FA4FD703E469FA2FC036204D910AC.htm"
"Leine & Linde","PXE EtherCAT Absolute Multi- and Singleturn Encoder","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/410C0F63F380466A90A2ADDA548F7306.htm"
"Lenord + Bauer","Tower Oszillation Monitor GEL 3010","SubDevices","Sensors","No","https://www.ethercat.org/en/products/701184DEF90F49DD8A7982F19C193053.htm"
"Leuze","AMS 338i - Absolute laser distance measurement system","SubDevices","Sensors","No","https://www.ethercat.org/en/products/7C58740484A74BAF99AF67E6362810F1.htm"
"Leuze","BPS 338i - Barcode Positioning System","SubDevices","Sensors","No","https://www.ethercat.org/en/products/5109D160E3E0462DA9DDAA38C2475A10.htm"
"Lika Electronic","EM58, HM58, HS58 Rotary Encoders","SubDevices","Sensors","No","https://www.ethercat.org/en/products/28D1100828BB4CB8B02430A4CBE30288.htm"
"Lika Electronic","SMA5 Linear Absolute Encoder","SubDevices","Sensors","No","https://www.ethercat.org/en/products/C5F141B9AE044CE084B04570AAD531E9.htm"
"Magnescale","MG50","SubDevices","Sensors","No","https://www.ethercat.org/en/products/43D881FB864344079D5AABD01EAD0FAD.htm"
"Mettler-Toledo","IND360","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/C2225DE786594E4C87508BE039B15696.htm"
"MICRO-EPSILON","capaNCDT 6500","SubDevices","Sensors","No","https://www.ethercat.org/en/products/BCBA032275934C3797BA511D02418992.htm"
"MICRO-EPSILON","confocalDT IFC2471 HS","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/A926DD3B0A124BEDBE7645B976BBF27C.htm"
"MICRO-EPSILON","CSP2008 Extension Terminal RS422 and EtherCAT","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/BD6DB6F89B3545B59E1CCB5B7ECAF437.htm"
"MICRO-EPSILON","IF1032/ETH Interface Module","SubDevices","Sensors","No","https://www.ethercat.org/en/products/31F0C6C66761440783979F0220C10361.htm"
"MICRO-EPSILON","optoNCDT 2300","SubDevices","Sensors","No","https://www.ethercat.org/en/products/E4625DD36A1F40DBB6006815E5BD75B7.htm"
"Mitutoyo","IF Module for LSM Controller / LSM-EC-A","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/CB10333853024E3CA8AECC3BC964EE3C.htm"
"Mitutoyo","Interface Unit for Linear Gage / 21HZA264","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/38FDA6E236AB4864BD556E870C95DE50.htm"
"MKS","DA02A e-Baratron Capacitance Manometer","SubDevices","Sensors","No","https://www.ethercat.org/en/products/81BEDC23E3FB46D89F333E998E271487.htm"
"MKS","DA03A e-Baratron High Temperature Capacitance Manometer","SubDevices","Sensors","No","https://www.ethercat.org/en/products/9B844E2054324CAD8678FACDDE87159E.htm"
"MKS","DeltaIII  Flow Ratio Controller","SubDevices","Sensors","No","https://www.ethercat.org/en/products/C6DCA6AC1A0C4947841BD31160BF5262.htm"
"MKS","G-Series Mass Flow Controller","SubDevices","Sensors","No","https://www.ethercat.org/en/products/64378A63AED94181BC629AC94200188D.htm"
"MKS","G Series Pressure Controller","SubDevices","Sensors","No","https://www.ethercat.org/en/products/3F14EC954885424A94CF4E1C7A9C7F48.htm"
"MKS","P Series Pressure Controller","SubDevices","Sensors","No","https://www.ethercat.org/en/products/28D5A2858F8647FCB45C5A9E7D856A02.htm"
"OMRON","Confocal Fiber Displacement Sensor ZW-8000/7000/5000 Series","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/C660699C3FFA4F29A817671472EB5460.htm"
"OMRON","E3X-HD Smart Fiber Sensor","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/A4FA6F06F8684A85B9A308DCD3AB1F15.htm"
"OMRON","FH Series Vision System","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/20E894C0A034475999815C75D1A1E267.htm"
"OMRON","FQ-M Series Vision Sensor","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/38E46BCD439B48FD8D7E7FFFB1854418.htm"
"OMRON","N-Smart Sensor Series","SubDevices","Sensors","No","https://www.ethercat.org/en/products/5C40856208794DBB81F25B3678D47A52.htm"
"OMRON","Smart Camera FHV7","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/1BA7298C885F4508BF4BCC4BBE788283.htm"
"Optris","Pyrometers CTi series","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/221680A50D864DA1BD7ED54EAAFB7E2F.htm"
"Optris","Pyrometers CTratio series","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/87AE5291C873401DBE0D9E60A422CFBD.htm"
"Panasonic","SC-GU3-03","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/405B402FAF50466EA7A31A3921FAD065.htm"
"Pepperl+Fuchs","IdentControl Compact IC-KP2-2HB21-2V1D (RFID)","SubDevices","Sensors","No","https://www.ethercat.org/en/products/E60F1811C9AC478C8251201FDB2A8954.htm"
"PRIMES","PMM EtherCAT AP3s","SubDevices","Sensors","No","https://www.ethercat.org/en/products/7CAABCE3B68841848F3CF9F4CFB9CC8F.htm"
"PRIMES","PMM EtherCAT AP3sM","SubDevices","Sensors","No","https://www.ethercat.org/en/products/AE46563A74374602AEEEF4E5701693E8.htm"
"PRIMES","PMM EtherCAT AP3s BG","SubDevices","Sensors","No","https://www.ethercat.org/en/products/E220CD1525DC46699244194DB0ACE89C.htm"
"Proterial","Mass Flow Controller HG200E","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/81ABABAA2B41409F99063790CEECF941.htm"
"Redcur","ECC - EtherCAT Current Converter","SubDevices","Sensors","No","https://www.ethercat.org/en/products/57C9703946B343218FA42387D6C93DB6.htm"
"SICK","Absolute Encoders AFS/AFM60 EtherCAT","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/901351B060174C2AA9304572AEB69A27.htm"
"SICK","CDF600-0300 EtherCAT","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/C6AEA5525DC543C68ED3D5720B115054.htm"
"SICK","Inspector PI50 EtherCAT Vision Sensor","SubDevices","Sensors","No","https://www.ethercat.org/en/products/FFDB2F798CC14556B98234136065281E.htm"
"SICK","MLG-2 ProNet Light Grids","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/E3655CDBB0AC49339ECB7244206D3CAE.htm"
"SINTOKOGIO","SINTO EtherCAT Converter (SFS-EC01)","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/DF9FFB71ED1A4B3BA97A86025919F035.htm"
"Temposonics","Temposonics R-Series V EtherCAT Position Sensor","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/716E4EC205644BF78963C6A7B524C1D1.htm"
"Thyracont Vacuum Instruments","Smartline Vacuum Transducers","SubDevices","Sensors","No","https://www.ethercat.org/en/products/6243AF8223EE4156B1308582094E2260.htm"
"TR-Electronic","Absolute Encoder CEH802 ETC","SubDevices","Sensors","No","https://www.ethercat.org/en/products/807CEF221FB14411801A07D28C08BFBD.htm"
"TR-Electronic","Absolute Encoder CMV582-ETC","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/BFC2C319F6824EC0AF0EB04A4572ACE8.htm"
"TR-Electronic","Absolute Rotary Encoder CDH75M ETC+FS","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/39718914D0E542B499890B858FF801F4.htm"
"TR-Electronic","Absolute Rotary Multiturn Encoder CEV58M-ETC","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/B4DD937C8AC04578AB1DCEC6A0774FDC.htm"
"TR-Electronic","Linear Absolute Encoders","SubDevices","Sensors","No","https://www.ethercat.org/en/products/5716D77DF0994F758A7BD04EBA4DB430.htm"
"TR-Electronic","LMP 46 ETC","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/5FECAAE7482D4CC7BE356D317A70C481.htm"
"TRsystems, Systembereich Unidor","CombiBOX Analog Cbox A","SubDevices","Sensors","No","https://www.ethercat.org/en/products/B66D4E6A405C45978CCDA3FEDC9A191B.htm"
"TRsystems, Systembereich Unidor","CombiBOX Digital Cbox D","SubDevices","Sensors","No","https://www.ethercat.org/en/products/2A10D688DEBE478293749CBC0ED03689.htm"
"TRsystems, Systembereich Unidor","EtherCAT Charge Amplifier PSA4","SubDevices","Sensors","No","https://www.ethercat.org/en/products/F4DEAAB3AB1E4AC0AA29E7070B24DBBD.htm"
"Turck","TBEC-LL-4RFID-8DXP","SubDevices","Sensors","No","https://www.ethercat.org/en/products/98080B5349F944D790200F890A488E53.htm"
"TWK-ELEKTRONIK","Absolute Multiturn Encoder TRK","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/9395755AAE4644F1906B5FA3F2778AFF.htm"
"TWK-ELEKTRONIK","Magnetostrictive Linear Transducers","SubDevices","Sensors","No","https://www.ethercat.org/en/products/1CA3784BA1FB45C79CC8B0E7182BF996.htm"
"ULVAC","Multi ionization gauge SH200-E","SubDevices","Sensors","No","https://www.ethercat.org/en/products/829BF3E70682427EA116FE1D595F027C.htm"
"ULVAC","Multi ionization gauge ST200-E","SubDevices","Sensors","No","https://www.ethercat.org/en/products/F6449DDE4F594C14AEDE61A5B09E60C9.htm"
"Wachendorff Automation","Absolute Multi- and Singleturn Encoder WDGA 58A","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/DD88557167F745878F06FC6639B17D77.htm"
"Wachendorff Automation","Absolute Multi- and Singleturn Encoder WDGA 58B","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/193CED31AB264F269F25B8942842CEF6.htm"
"Wachendorff Automation","Absolute Multi- and Singleturn Encoder WDGA 58D","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/F5948E41432347F885C954AC9D488107.htm"
"Wachendorff Automation","Absolute Multi- and Singleturn Encoder WDGA 58E","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/E21FFFC9C3894B50B41DB7BCAEBBBC48.htm"
"Wachendorff Automation","Absolute Multi- and Singleturn Encoder WDGA 58F","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/EC24A893509D4D7DB36367CCF097F53E.htm"
"wenglor sensoric","High-Performance Distance Sensors OCP","SubDevices","Sensors","No","https://www.ethercat.org/en/products/E4BC7DBF5941461EBFEA60D13B14D231.htm"
"wenglor sensoric","High-Performance Distance Sensors OY2TA","SubDevices","Sensors","No","https://www.ethercat.org/en/products/5DF1B4F387084FBDA51A61FF258EC0E1.htm"
"WIEDEG Elektronik","Intelligent Print Mark Detection Sensor IDS","SubDevices","Sensors","No","https://www.ethercat.org/en/products/78F15F3CB3024F8CBDE6DB01BB16EAD4.htm"
"WIKA","WUD 2x E Ultra high purity transducer with display, EtherCAT","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/70E7A82CF6AC4CB6849D7EB2C9E78418.htm"
"Optris","CTi LT","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/A2FEEBE9475943CD8C588E956941721E.htm"
"Optris","CTi LThot","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/0AA225E08A0643E5A0DD42618A01E327.htm"
"BECKHOFF Automation","EtherCAT I/O Products, Coupler, Junction/Extention","SubDevices","Topology Components","Yes","https://www.ethercat.org/en/products/CFEDFEB674404CCDA200D77CA0CEDC0A.htm"
"BECKHOFF Automation","Infrastructure Components, Junction, Media Converter, Multiplier, Fieldbuscards","SubDevices","Topology Components","No","https://www.ethercat.org/en/products/AB154AD8C8E24CDD89B6F76F34888FE2.htm"
"BECKHOFF Automation","Power Supply PS2000 with EtherCAT Interface","SubDevices","Topology Components","Yes","https://www.ethercat.org/en/products/CFC639F58F4A4B23AB71EC27864B7D63.htm"
"H4","QCAT106 - 6-Way EtherCAT Switch","SubDevices","Topology Components","No","https://www.ethercat.org/en/products/FB905CB247624216B098B25706BCC49E.htm"
"ICP DAS","ECAT-2000 Junction Modules","SubDevices","Topology Components","No","https://www.ethercat.org/en/products/C7E5FCE972A44F1C95D9FA8B4CCC1C41.htm"
